Country,ReportID,Year,NumAuth,Agency,ReportSeries,Region,CountofRegions,URL,Title,FirstAuthor,AllAuthors,Citation,coll
Canada,Canadian manuscript report of fisheries and aquatic sciences 2077,1990,2,DFO,Canadian manuscript report of fisheries and aquatic sciences,,,,"Biology, exploitation and escapement of Atlantic salmon (Salmo salar), Liscomb River, N.S.","Semple, J.R.","Semple, J.R.; Cameron, J.D.","Semple, J.R.; Cameron, J.D./Biology, exploitation and escapement of Atlantic salmon (Salmo salar), Liscomb River, N.S./Canadian manuscript report of fisheries and aquatic sciences","vii, 39 p."
Canada,Canadian manuscript report of fisheries and aquatic sciences 2071,1990,3,DFO,Canadian manuscript report of fisheries and aquatic sciences,,,,Coho salmon enhancement in British Columbia using improved groundwater-fed side channels,"Sheng, M.D.","Sheng, M.D.; Foy, M.; Fedorenko, A.Y.","Sheng, M.D.; Foy, M.; Fedorenko, A.Y./Coho salmon enhancement in British Columbia using improved groundwater-fed side channels/Canadian manuscript report of fisheries and aquatic sciences","vi, 81 p."
Canada,Canadian data report of fisheries and aquatic sciences 786,1990,2,DFO,Canadian data report of fisheries and aquatic sciences,,,,"Coincident seine and sport catches of coho and chinook salmon in Saanich Inlet, B.C., with sampling data and sport fishing methods","Simpson, K.S.","Simpson, K.S.; Kadowaki, R.K.","Simpson, K.S.; Kadowaki, R.K./Coincident seine and sport catches of coho and chinook salmon in Saanich Inlet, B.C., with sampling data and sport fishing methods/Canadian data report of fisheries and aquatic sciences","iv, 168 p."
Canada,Canadian manuscript report of fisheries and aquatic sciences 2060,1990,2,DFO,Canadian manuscript report of fisheries and aquatic sciences,,,,"A bibliography of the white whale, Delphinapterus leucas","Smith, T.G.","Smith, T.G.; Hammill, M.O.","Smith, T.G.; Hammill, M.O./A bibliography of the white whale, Delphinapterus leucas/Canadian manuscript report of fisheries and aquatic sciences","ii, 45p."
Canada,Canadian data report of fisheries and aquatic sciences 776,1990,1,DFO,Canadian data report of fisheries and aquatic sciences,,,,"Review of the Meziadin River fishway and Upper Nass biological programs, 1989","Southgate, D.R.","Southgate, D.R.","Southgate, D.R./Review of the Meziadin River fishway and Upper Nass biological programs, 1989/Canadian data report of fisheries and aquatic sciences","iii, 64 p."
Canada,Canadian data report of fisheries and aquatic sciences 805,1990,3,DFO,Canadian data report of fisheries and aquatic sciences,,,,A review of the Nass River test fishery biological program for 1989,"Southgate, D.R.","Southgate, D.R.; Spilsted, B.; Jantz, L.","Southgate, D.R.; Spilsted, B.; Jantz, L./A review of the Nass River test fishery biological program for 1989/Canadian data report of fisheries and aquatic sciences","iii, 73 p."
Canada,Canadian manuscript report of fisheries and aquatic sciences 2066,1990,1,DFO,Canadian manuscript report of fisheries and aquatic sciences,,,,"Abundance, age, size, sex and coded wire tag recoveries for chinook salmon escapements of the Harrison River, 1984-1988","Staley, M.J.","Staley, M.J.","Staley, M.J./Abundance, age, size, sex and coded wire tag recoveries for chinook salmon escapements of the Harrison River, 1984-1988/Canadian manuscript report of fisheries and aquatic sciences","vii, 42 p."
Canada,Canadian manuscript report of fisheries and aquatic sciences 2080,1990,1,DFO,Canadian manuscript report of fisheries and aquatic sciences,,,,Sample size versus sample number : sampling organization for trawl caught rockfish,"Stanley, R.D.","Stanley, R.D.","Stanley, R.D./Sample size versus sample number : sampling organization for trawl caught rockfish/Canadian manuscript report of fisheries and aquatic sciences","iii, 19 p."
Canada,Canadian manuscript report of fisheries and aquatic sciences 2085,1990,2,DFO,Canadian manuscript report of fisheries and aquatic sciences,,,,Assessment of Harrison River chinook salmon,"Starr, P.J.","Starr, P.J.; Schubert, N.D.","Starr, P.J.; Schubert, N.D./Assessment of Harrison River chinook salmon/Canadian manuscript report of fisheries and aquatic sciences","ix, 47 p."
Canada,Canadian data report of fisheries and aquatic sciences 800,1990,1,DFO,Canadian data report of fisheries and aquatic sciences,,,,"The domestic beluga (Delphinapterus leucas) fishery in the Mackenzie River estuary, Northwest Territories, 1981-1986","Strong, J.T.","Strong, J.T.","Strong, J.T./The domestic beluga (Delphinapterus leucas) fishery in the Mackenzie River estuary, Northwest Territories, 1981-1986/Canadian data report of fisheries and aquatic sciences","iv, 52 p."
Canada,Canadian technical report of hydrography and ocean sciences 124,1990,1,DFO,Canadian technical report of hydrography and ocean sciences,,,,"The pulp mill pollution problem in Neroutsos Inlet, B.C.","Stucchi, D.J.","Stucchi, D.J.","Stucchi, D.J./The pulp mill pollution problem in Neroutsos Inlet, B.C./Canadian technical report of hydrography and ocean sciences",52 p.
Canada,Canadian technical report of fisheries and aquatic sciences 1580,1990,2,DFO,Canadian technical report of fisheries and aquatic sciences,,,,"The density of capelin (Mallotus villosus Muller) eggs on spawning beaches in Conception Bay, Newfoundland","Taggart, C.T.","Taggart, C.T.; Nakashima, B.S.","Taggart, C.T.; Nakashima, B.S./The density of capelin (Mallotus villosus Muller) eggs on spawning beaches in Conception Bay, Newfoundland/Canadian technical report of fisheries and aquatic sciences","iv, 19 p."
Canada,Canadian technical report of fisheries and aquatic sciences 1739,1990,2,DFO,Canadian technical report of fisheries and aquatic sciences,,,,An evaluation of putative lake trout (Salvelinus namaycush) spawning sites in the Great Lakes,"Thibodeau, M.L.","Thibodeau, M.L.; Kelso, J.R.M.","Thibodeau, M.L.; Kelso, J.R.M./An evaluation of putative lake trout (Salvelinus namaycush) spawning sites in the Great Lakes/Canadian technical report of fisheries and aquatic sciences","vii, 20, [9] p."
Canada,Canadian contractor report of hydrography and ocean sciences 36,1990,1,DFO,Canadian contractor report of hydrography and ocean sciences,,,,Wind tunnel experiments to determine correction functions for shipboard anemometers,"Thiebaux, M.L.","Thiebaux, M.L.","Thiebaux, M.L./Wind tunnel experiments to determine correction functions for shipboard anemometers/Canadian contractor report of hydrography and ocean sciences","iv, 57 p."
Canada,Canadian data report of hydrography and ocean sciences  5(20),1990,4,DFO,Canadian data report of hydrography and ocean sciences,,,,"Arctic data compilation and appraisal. Volume 20 ... Beaufort Sea : chemical oceanography : hydrocarbons, metals, pigments, nutrients, oxygen and others : revised and updated to include 1950 through 1987","Thomas, D.J.","Thomas, D.J.; Noone, F.; Blyth, A.; Smiley, B.D.","Thomas, D.J.; Noone, F.; Blyth, A.; Smiley, B.D./Arctic data compilation and appraisal. Volume 20 ... Beaufort Sea : chemical oceanography : hydrocarbons, metals, pigments, nutrients, oxygen and others : revised and updated to include 1950 through 1987/Canadian data report of hydrography and ocean sciences",2 v.
Canada,Canadian manuscript report of fisheries and aquatic sciences 2099,1990,1,DFO,Canadian manuscript report of fisheries and aquatic sciences,,,,Shellfish stock assessments for the west coast of Canada in 1990,"Thomas, G.A.","Thomas, G.A.","Thomas, G.A./Shellfish stock assessments for the west coast of Canada in 1990/Canadian manuscript report of fisheries and aquatic sciences","vi, 307 p."
Canada,Canadian data report of hydrography and ocean sciences 87,1990,8,DFO,Canadian data report of hydrography and ocean sciences,,,,"Satellite derived daily sea surface temperature maps for areas ""H"" to ""J"" from 1984 to 1986. H : Hudson Strait and Ungava Bay to J : Irminger Sea","Topliss, B.J.","Topliss, B.J.; Payzant, L.; Mason, C.S.; Edel, H.: March, K.L.; Holden, I.G.; Thiebaux, M.; Guptill, F.","Topliss, B.J.; Payzant, L.; Mason, C.S.; Edel, H.: March, K.L.; Holden, I.G.; Thiebaux, M.; Guptill, F./Satellite derived daily sea surface temperature maps for areas ""H"" to ""J"" from 1984 to 1986. H : Hudson Strait and Ungava Bay to J : Irminger Sea/Canadian data report of hydrography and ocean sciences","vi, 112 p."
Canada,Canadian data report of hydrography and ocean sciences 88,1990,8,DFO,Canadian data report of hydrography and ocean sciences,,,,"Satellite derived daily sea surface temperature maps for areas ""K"" to ""N"" 1984 to 1986. K : Southern Baffin Bay and Davis Strait to N : northern Hudson Bay and Foxe Basin","Topliss, B.J.","Topliss, B.J.; Payzant, L.; Mason, C.S.; Edel, H.: March, K.L.; Holden, I.G.; Thiebaux, M.; Guptill, F.","Topliss, B.J.; Payzant, L.; Mason, C.S.; Edel, H.: March, K.L.; Holden, I.G.; Thiebaux, M.; Guptill, F./Satellite derived daily sea surface temperature maps for areas ""K"" to ""N"" 1984 to 1986. K : Southern Baffin Bay and Davis Strait to N : northern Hudson Bay and Foxe Basin/Canadian data report of hydrography and ocean sciences","vi, 138 p."
Canada,Canadian data report of hydrography and ocean sciences 85,1990,8,DFO,Canadian data report of hydrography and ocean sciences,,,,"Satellite derived daily sea surface temperature maps for areas ""A"" to ""D"" from 1984 to 1986. A : Gulf of Maine and Mid Atlantic Bight to D : Gulf Stream extension/recirculation","Topliss, B.J.","Topliss, B.J.; Payzant, L.; Mason, C.S.; Edel, H.: March, K.L.; Holden, I.G.; Thiebaux, M.; Guptill, F.","Topliss, B.J.; Payzant, L.; Mason, C.S.; Edel, H.: March, K.L.; Holden, I.G.; Thiebaux, M.; Guptill, F./Satellite derived daily sea surface temperature maps for areas ""A"" to ""D"" from 1984 to 1986. A : Gulf of Maine and Mid Atlantic Bight to D : Gulf Stream extension/recirculation/Canadian data report of hydrography and ocean sciences","vi, 138 p."
Canada,Canadian data report of hydrography and ocean sciences 89,1990,8,DFO,Canadian data report of hydrography and ocean sciences,,,,"Satellite derived daily sea surface temperature maps for areas ""O"" to ""P"" from 1984 to 1986. O : overview data, east coast of Canada satellite pass to P : western North Atlantic, Gulf of Maine to Hudson Strait","Topliss, B.J.","Topliss, B.J.; Payzant, L.; Mason, C.S.; Edel, H.: March, K.L.; Holden, I.G.; Thiebaux, M.; Guptill, F.","Topliss, B.J.; Payzant, L.; Mason, C.S.; Edel, H.: March, K.L.; Holden, I.G.; Thiebaux, M.; Guptill, F./Satellite derived daily sea surface temperature maps for areas ""O"" to ""P"" from 1984 to 1986. O : overview data, east coast of Canada satellite pass to P : western North Atlantic, Gulf of Maine to Hudson Strait/Canadian data report of hydrography and ocean sciences","vi, 121 p."
Canada,Canadian data report of hydrography and ocean sciences 86,1990,8,DFO,Canadian data report of hydrography and ocean sciences,,,,"Satellite derived daily sea surface temperature maps for areas ""E"" to ""G"" from 1984 to 1986. E : Gulf of St. Lawrence to G : North Atlantic Current","Topliss, B.J.","Topliss, B.J.; Payzant, L.; Mason, C.S.; Edel, H.: March, K.L.; Holden, I.G.; Thiebaux, M.; Guptill, F.","Topliss, B.J.; Payzant, L.; Mason, C.S.; Edel, H.: March, K.L.; Holden, I.G.; Thiebaux, M.; Guptill, F./Satellite derived daily sea surface temperature maps for areas ""E"" to ""G"" from 1984 to 1986. E : Gulf of St. Lawrence to G : North Atlantic Current/Canadian data report of hydrography and ocean sciences","vi, 112 p."
Canada,Canadian technical report of fisheries and aquatic sciences 1758,1990,2,DFO,Canadian technical report of fisheries and aquatic sciences,,,,"Abundance, migration timing, and biological characteristics of sockeye salmon (Oncorhynchus nerka) returning to Henderson Lake, Vancouver Island during 1988","Tschaplinski, P.J.","Tschaplinski, P.J.; Hyatt, K.D.","Tschaplinski, P.J.; Hyatt, K.D./Abundance, migration timing, and biological characteristics of sockeye salmon (Oncorhynchus nerka) returning to Henderson Lake, Vancouver Island during 1988/Canadian technical report of fisheries and aquatic sciences","iv, 82 p."
Canada,Canadian technical report of fisheries and aquatic sciences 1732,1990,2,DFO,Canadian technical report of fisheries and aquatic sciences,,,,Groundfish stock assessments for the west coast of Canada in 1989 and recommended yield options for 1990,"Tyler, A.V.","Tyler, A.V.; Fargo, J.","Tyler, A.V.; Fargo, J./Groundfish stock assessments for the west coast of Canada in 1989 and recommended yield options for 1990/Canadian technical report of fisheries and aquatic sciences","v, 343 p."
Canada,Canadian technical report of fisheries and aquatic sciences 1744,1990,1,DFO,Canadian technical report of fisheries and aquatic sciences,,,,Integrated information system for fish habitat management (IISFHM) in the Quebec Region : status of system after the first phase of development,"Vigneault, Y.","Vigneault, Y.","Vigneault, Y./Integrated information system for fish habitat management (IISFHM) in the Quebec Region : status of system after the first phase of development/Canadian technical report of fisheries and aquatic sciences","ix, 34 p."
Canada,Canadian data report of fisheries and aquatic sciences 818,1990,3,DFO,Canadian data report of fisheries and aquatic sciences,,,,Compiler listing for chemical speciation program MACS80.VERS.4.1 for Microsoft Fortran Version 5 for MS-DOS,"Wagemann, R.","Wagemann, R.; Regehr, G.; Lypka, R.","Wagemann, R.; Regehr, G.; Lypka, R./Compiler listing for chemical speciation program MACS80.VERS.4.1 for Microsoft Fortran Version 5 for MS-DOS/Canadian data report of fisheries and aquatic sciences","x, 190 p."
Canada,Canadian data report of fisheries and aquatic sciences 780,1990,2,DFO,Canadian data report of fisheries and aquatic sciences,,,,Beach seine data from the Fraser River downstream from Port Mann during 1988,"Whitehouse, T.R.","Whitehouse, T.R.; Levings, C.D.","Whitehouse, T.R.; Levings, C.D./Beach seine data from the Fraser River downstream from Port Mann during 1988/Canadian data report of fisheries and aquatic sciences","iii, 63 p."
Canada,Canadian manuscript report of fisheries and aquatic sciences 2050,1990,2,DFO,Canadian manuscript report of fisheries and aquatic sciences,,,,"An assessment of the fall Vedder-Chilliwack River sport fishery, 1988","Whyte, I.W.","Whyte, I.W.; Schubert, N.D.","Whyte, I.W.; Schubert, N.D./An assessment of the fall Vedder-Chilliwack River sport fishery, 1988/Canadian manuscript report of fisheries and aquatic sciences","ix, 24 p."
Canada,Canadian technical report of fisheries and aquatic sciences 1760,1990,4,DFO,Canadian technical report of fisheries and aquatic sciences,,,,Environmental monitoring of the Bay of Fundy salmonid mariculture industry during 1988-89,"Wildish, D.J.","Wildish, D.J.; Martin, J.L.; Wilson, A.J.; Ringuette, M.","Wildish, D.J.; Martin, J.L.; Wilson, A.J.; Ringuette, M./Environmental monitoring of the Bay of Fundy salmonid mariculture industry during 1988-89/Canadian technical report of fisheries and aquatic sciences","iii, 123 p."
Canada,Canadian technical report of fisheries and aquatic sciences 1726,1990,3,DFO,Canadian technical report of fisheries and aquatic sciences,,,,"Stereophotographic analysis of the marine, sublittoral sediment-water interface","Wildish, D.J.","Wildish, D.J.; Frost, B.; Wilson, A.J.","Wildish, D.J.; Frost, B.; Wilson, A.J./Stereophotographic analysis of the marine, sublittoral sediment-water interface/Canadian technical report of fisheries and aquatic sciences","iii, 14 p."
Canada,Canadian technical report of fisheries and aquatic sciences 1724,1990,4,DFO,Canadian technical report of fisheries and aquatic sciences,,,,A proposal for environmental research and monitoring of organic pollution caused by salmonid mariculture in the Bay of Fundy,"Wildish, D.J.","Wildish, D.J.; Martin, J.L.; Trites, R.W.; Saulnier, A.M.","Wildish, D.J.; Martin, J.L.; Trites, R.W.; Saulnier, A.M./A proposal for environmental research and monitoring of organic pollution caused by salmonid mariculture in the Bay of Fundy/Canadian technical report of fisheries and aquatic sciences","iii, 24 p."
Canada,Canadian data report of hydrography and ocean sciences 81,1990,4,DFO,Canadian data report of hydrography and ocean sciences,,,,"Sea ice observations during LIMEX, March-April 1989","Winsor, W.D.","Winsor, W.D.; Crocker, G.B.; McKenna, R.F.; Tang, C.L.","Winsor, W.D.; Crocker, G.B.; McKenna, R.F.; Tang, C.L./Sea ice observations during LIMEX, March-April 1989/Canadian data report of hydrography and ocean sciences","iv, 44 p."
Canada,Canadian data report of fisheries and aquatic sciences 796,1990,3,DFO,Canadian data report of fisheries and aquatic sciences,,,,Docee River counting fence 1989 operations,"Winther, I.","Winther, I.; Bachen, S.K.; Goruk, R.D.","Winther, I.; Bachen, S.K.; Goruk, R.D./Docee River counting fence 1989 operations/Canadian data report of fisheries and aquatic sciences","iii, 11 p."
Canada,Canadian data report of fisheries and aquatic sciences 793,1990,3,DFO,Canadian data report of fisheries and aquatic sciences,,,,Nekite River spawning channel 1989 operations,"Winther, I.","Winther, I.; Bachen, S.K.; Goruk, R.D.","Winther, I.; Bachen, S.K.; Goruk, R.D./Nekite River spawning channel 1989 operations/Canadian data report of fisheries and aquatic sciences","iii, 27 p."
Canada,Canadian data report of fisheries and aquatic sciences 810,1990,1,DFO,Canadian data report of fisheries and aquatic sciences,,,,1990 Rivers Inlet echo sounding program : summary report,"Winther, I.","Winther, I.","Winther, I./1990 Rivers Inlet echo sounding program : summary report/Canadian data report of fisheries and aquatic sciences","iii, 15 p."
Canada,Canadian data report of fisheries and aquatic sciences 794,1990,3,DFO,Canadian data report of fisheries and aquatic sciences,,,,"Owikeno Lake (Rivers Inlet, Statistical Area 9) fall sockeye salmon escapement survey 1989","Winther, I.","Winther, I.; Bachen, S.K.; Goruk, R.D.","Winther, I.; Bachen, S.K.; Goruk, R.D./Owikeno Lake (Rivers Inlet, Statistical Area 9) fall sockeye salmon escapement survey 1989/Canadian data report of fisheries and aquatic sciences","iii, 13 p."
Canada,Canadian data report of fisheries and aquatic sciences 795,1990,1,DFO,Canadian data report of fisheries and aquatic sciences,,,,1989 Rivers Inlet echo sounding program summary report,"Winther, I.","Winther, I.","Winther, I./1989 Rivers Inlet echo sounding program summary report/Canadian data report of fisheries and aquatic sciences",17 p.
Canada,Canadian technical report of hydrography and ocean sciences 125,1990,3,DFO,Canadian technical report of hydrography and ocean sciences,,,,Near-surface moored current meter intercomparisons,"Woodward, M.J.","Woodward, M.J.; Huggett, W.S.; Thomson, R.E.","Woodward, M.J.; Huggett, W.S.; Thomson, R.E./Near-surface moored current meter intercomparisons/Canadian technical report of hydrography and ocean sciences","xii, 65 p."
Canada,Canadian technical report of fisheries and aquatic sciences 1736,1990,4,DFO,Canadian technical report of fisheries and aquatic sciences,,,,"The effect of environmental variables on the population dynamics of sea lamprey, Petromyzon marinus","Young, R.J.","Young, R.J.; Houston, K.A.; Weise, J.G.; Kelso, J.R.M.","Young, R.J.; Houston, K.A.; Weise, J.G.; Kelso, J.R.M./The effect of environmental variables on the population dynamics of sea lamprey, Petromyzon marinus/Canadian technical report of fisheries and aquatic sciences","v, 33 p."
Canada,Canadian data report of hydrography and ocean sciences  60(7),1990,7,DFO,Canadian data report of hydrography and ocean sciences,,,,"NOGAP B.6. Volume 7, Hydrocarbon determinations : Mackenzie River and Beaufort Sea shoreline peat samples","Yunker, M.B.","Yunker, M.B.; McLaughlin, F.A.; Fowler, B.R.; Smyth, T.A.: Cretney, W.J.; Macdonald, R.W.; McCullough, D.","Yunker, M.B.; McLaughlin, F.A.; Fowler, B.R.; Smyth, T.A.: Cretney, W.J.; Macdonald, R.W.; McCullough, D./NOGAP B.6. Volume 7, Hydrocarbon determinations : Mackenzie River and Beaufort Sea shoreline peat samples/Canadian data report of hydrography and ocean sciences","vi, 81 p."
Canada,Canadian technical report of fisheries and aquatic sciences 1800,1991,3,DFO,Canadian technical report of fisheries and aquatic sciences,,,,"Hepatic mono-oxygenase activities in American plaice (Hippoglossoides platessoides) from the Miramichi Estuary, N.B.","Addison, R.F.","Addison, R.F.; Hansen, P.-D.; Wright, E.G.","Addison, R.F.; Hansen, P.-D.; Wright, E.G./Hepatic mono-oxygenase activities in American plaice (Hippoglossoides platessoides) from the Miramichi Estuary, N.B./Canadian technical report of fisheries and aquatic sciences","iv, 14 p."
Canada,Canadian manuscript report of fisheries and aquatic sciences 2070,1991,2,DFO,Canadian manuscript report of fisheries and aquatic sciences,,,,"Intertidal clam resources on the west coast of Vancouver Island : surveys of intertidal clam stocks on the west coast of Vancouver Island in areas 23 to 25, 1981 to 1987","Adkins, B.E.","Adkins, B.E.; Harbo, R.M.","Adkins, B.E.; Harbo, R.M./Intertidal clam resources on the west coast of Vancouver Island : surveys of intertidal clam stocks on the west coast of Vancouver Island in areas 23 to 25, 1981 to 1987/Canadian manuscript report of fisheries and aquatic sciences","ix, 89 p."
Canada,Canadian technical report of hydrography and ocean sciences 130,1991,2,DFO,Canadian technical report of hydrography and ocean sciences,,,,Flow dynamics of the Campbell River estuary,"Ages, A.B.","Ages, A.B.; Woollard, A.L.","Ages, A.B.; Woollard, A.L./Flow dynamics of the Campbell River estuary/Canadian technical report of hydrography and ocean sciences","v, 97 p."
Canada,Canadian industry report of fisheries and aquatic sciences 209,1991,1,DFO,Canadian industry report of fisheries and aquatic sciences,,,,The 1991 herring test fishing program,"Armstrong, R.W.","Armstrong, R.W.","Armstrong, R.W./The 1991 herring test fishing program/Canadian industry report of fisheries and aquatic sciences","viii, 131 p."
Canada,Canadian industry report of fisheries and aquatic sciences 205,1991,1,DFO,Canadian industry report of fisheries and aquatic sciences,,,,The 1990 roe herring charter vessel monitoring and sampling program,"Armstrong, R.W.","Armstrong, R.W.","Armstrong, R.W./The 1990 roe herring charter vessel monitoring and sampling program/Canadian industry report of fisheries and aquatic sciences","viii, 126 p."
Canada,Canadian data report of fisheries and aquatic sciences 840,1991,2,DFO,Canadian data report of fisheries and aquatic sciences,,,,Stomach content analysis of marine benthic fish from Arctic Canada,"Atkinson, E.G.","Atkinson, E.G.; Percy, J.A.","Atkinson, E.G.; Percy, J.A./Stomach content analysis of marine benthic fish from Arctic Canada/Canadian data report of fisheries and aquatic sciences","iv, 31 p."
Canada,Canadian data report of fisheries and aquatic sciences 855,1991,3,DFO,Canadian data report of fisheries and aquatic sciences,,,,"Catch and biological data of fish, in particular walleye, Stizostedion vitreum (Mitchill), from lakes in the Heming Lake study area, Manitoba, 1977-1986","Babaluk, J.A.","Babaluk, J.A.; Gould, L.K.; Campbell, J.S.","Babaluk, J.A.; Gould, L.K.; Campbell, J.S./Catch and biological data of fish, in particular walleye, Stizostedion vitreum (Mitchill), from lakes in the Heming Lake study area, Manitoba, 1977-1986/Canadian data report of fisheries and aquatic sciences","vi, 109 p."
Canada,Canadian data report of fisheries and aquatic sciences 856,1991,3,DFO,Canadian data report of fisheries and aquatic sciences,,,,"Catch and biological data of fish from Heming Lake, Manitoba, 1977-1981","Babaluk, J.A.","Babaluk, J.A.; Gould, L.K.; Campbell, J.S.","Babaluk, J.A.; Gould, L.K.; Campbell, J.S./Catch and biological data of fish from Heming Lake, Manitoba, 1977-1981/Canadian data report of fisheries and aquatic sciences","v, 48 p."
Canada,Canadian data report of fisheries and aquatic sciences 833,1991,3,DFO,Canadian data report of fisheries and aquatic sciences,,,,"Owikeno Lake (Rivers Inlet, Statistical Area 9) fall sockeye salmon escapement survey 1990","Bachen, S.K.","Bachen, S.K.; Spilsted, B.P.; Goruk, R.D.","Bachen, S.K.; Spilsted, B.P.; Goruk, R.D./Owikeno Lake (Rivers Inlet, Statistical Area 9) fall sockeye salmon escapement survey 1990/Canadian data report of fisheries and aquatic sciences","iv, 23 p."
Canada,Canadian data report of fisheries and aquatic sciences 834,1991,3,DFO,Canadian data report of fisheries and aquatic sciences,,,,Nekite River spawning channel 1990 operations,"Bachen, S.K.","Bachen, S.K.; Spilsted, B.P.; Goruk, R.D.","Bachen, S.K.; Spilsted, B.P.; Goruk, R.D./Nekite River spawning channel 1990 operations/Canadian data report of fisheries and aquatic sciences","iv, 13 p."
Canada,Canadian technical report of fisheries and aquatic sciences 1780,1991,2,DFO,Canadian technical report of fisheries and aquatic sciences,,,,Morphological differences among juvenile coho salmon Oncorhynchus kisutch living in nearby tributaries of a small coastal watershed,"Bailey, R.E.","Bailey, R.E.; Irvine, J.R.","Bailey, R.E.; Irvine, J.R./Morphological differences among juvenile coho salmon Oncorhynchus kisutch living in nearby tributaries of a small coastal watershed/Canadian technical report of fisheries and aquatic sciences","iv, 15 p."
Canada,Canadian technical report of fisheries and aquatic sciences 1806,1991,2,DFO,Canadian technical report of fisheries and aquatic sciences,,,,"Physical, chemical, and biological effects of the Churchill River diversion and Lake Winnipeg regulation on aquatic ecosystems","Baker, R.F.","Baker, R.F.; Davies, S.","Baker, R.F.; Davies, S./Physical, chemical, and biological effects of the Churchill River diversion and Lake Winnipeg regulation on aquatic ecosystems/Canadian technical report of fisheries and aquatic sciences","v, 53 p."
Canada,Canadian technical report of fisheries and aquatic sciences 1842,1991,2,DFO,Canadian technical report of fisheries and aquatic sciences,,,,"Coho salmon smolt and adult production from Grant Lake (Cowichan River, Vancouver Island, B.C.) following two years of colonization with hatchery-reared and salvaged fry","Bams, R.A.","Bams, R.A.; Crabtree, D.G.","Bams, R.A.; Crabtree, D.G./Coho salmon smolt and adult production from Grant Lake (Cowichan River, Vancouver Island, B.C.) following two years of colonization with hatchery-reared and salvaged fry/Canadian technical report of fisheries and aquatic sciences","iii, 28 p."
Canada,Canadian technical report of fisheries and aquatic sciences 1819,1991,1,DFO,Canadian technical report of fisheries and aquatic sciences,,,,"A bibliography on underwater telemetry, 1956-1990","Baras, E.","Baras, E.","Baras, E./A bibliography on underwater telemetry, 1956-1990/Canadian technical report of fisheries and aquatic sciences","iv, 55p."
Canada,Canadian technical report of fisheries and aquatic sciences  1786 (rev),1991,3,DFO,Canadian technical report of fisheries and aquatic sciences,,,,A guide for fish habitat improvement in New Brunswick,"Bastien-Daigle, S.","Bastien-Daigle, S.; Vromans, A.; MacLean, M.","Bastien-Daigle, S.; Vromans, A.; MacLean, M./A guide for fish habitat improvement in New Brunswick/Canadian technical report of fisheries and aquatic sciences",1v. (looseleaf)
Canada,Canadian technical report of fisheries and aquatic sciences 1786,1991,3,DFO,Canadian technical report of fisheries and aquatic sciences,,,,A guide for fish habitat improvement in New Brunswick = Guide d'amelioration de l'habitat du poisson au Nouveau-Brunswick,"Bastien-Daigle, S.","Bastien-Daigle, S.; Vromans, A.; MacLean, M.","Bastien-Daigle, S.; Vromans, A.; MacLean, M./A guide for fish habitat improvement in New Brunswick = Guide d'amelioration de l'habitat du poisson au Nouveau-Brunswick/Canadian technical report of fisheries and aquatic sciences","iv, [109], iv, [118] p."
Canada,Canadian manuscript report of fisheries and aquatic sciences 2124,1991,1,DFO,Canadian manuscript report of fisheries and aquatic sciences,,,,"Abundance, age, size, sex and coded wire tag recoveries for chinook salmon escapements of Campbell and Quinsam rivers, 1989-1990","Bocking, R.C.","Bocking, R.C.","Bocking, R.C./Abundance, age, size, sex and coded wire tag recoveries for chinook salmon escapements of Campbell and Quinsam rivers, 1989-1990/Canadian manuscript report of fisheries and aquatic sciences","x, 109 p."
Canada,Canadian manuscript report of fisheries and aquatic sciences 2115,1991,3,DFO,Canadian manuscript report of fisheries and aquatic sciences,,,,"Enumeration and coded-wire tagging of coho salmon (Oncorhynchus kisutch) smolts leaving Black Creek, French Creek, and the Trent River on Vancouver Island during 1989","Bocking, R.C.","Bocking, R.C.; Irvine, J.R.; Bailey, R.E.","Bocking, R.C.; Irvine, J.R.; Bailey, R.E./Enumeration and coded-wire tagging of coho salmon (Oncorhynchus kisutch) smolts leaving Black Creek, French Creek, and the Trent River on Vancouver Island during 1989/Canadian manuscript report of fisheries and aquatic sciences","ix, 103 p."
Canada,Canadian technical report of fisheries and aquatic sciences 1815,1991,1,DFO,Canadian technical report of fisheries and aquatic sciences,,,,"Stamp Falls fishway counts, adipose clip/CWT recovery and biological sampling of chinook salmon escapements in Stamp River and Robertson Creek hatchery, 1990","Bocking, R.C.","Bocking, R.C.","Bocking, R.C./Stamp Falls fishway counts, adipose clip/CWT recovery and biological sampling of chinook salmon escapements in Stamp River and Robertson Creek hatchery, 1990/Canadian technical report of fisheries and aquatic sciences","x, 92 p."
Canada,Canadian data report of fisheries and aquatic sciences 849,1991,2,DFO,Canadian data report of fisheries and aquatic sciences,,,,"Fishery data from the Anderson River estuary, Northwest Territories, 1989","Bond, W.A.","Bond, W.A.; Erickson, R.N.","Bond, W.A.; Erickson, R.N./Fishery data from the Anderson River estuary, Northwest Territories, 1989/Canadian data report of fisheries and aquatic sciences","vi, 59 p."
