Country,Comment,URL,Year,NumAuth,Agency,ReportSeries,Branch,Title,FirstAuthor,AllAuthors,Citation
USA,,,2000,1,ADFG,Fishery Data Series,Sport Fish,,,,"Stuby, L. 2000. Salmon studies in the Chena, Chatanika, and Delta Clearwater rivers, 1999. Alaska Department of Fish and Game, Fishery Data Series No. 00-4, Anchorage. "
USA,,,2000,2,ADFG,Fishery Data Series,Sport Fish,,,,"Skaugstad, C., and J. Fish. 2000. Evaluation of stocked game fish in the Tanana Valley, 1999. Alaska Department of Fish and Game, Fishery Data Series No. 00-13, Anchorage."
USA,,,2000,2,ADFG,Fishery Data Series,Sport Fish,,,,"Scanlon, B. P. and S. M. Roach. 2000. Abundance and composition of the northern pike population in Harding Lake, 1999. Alaska Department of Fish and Game, Fishery Data Series No. 00-3, Anchorage."
USA,,,2000,2,ADFG,Fishery Data Series,Sport Fish,,,,"Scanlon, B. P. and J. T. Fish. 2000. Abundance and composition of Arctic grayling in Mendeltna Creek, 1999. Alaska Department of Fish and Game, Fishery Data Series No. 00-5, Anchorage."
USA,,,2000,1,ADFG,Fishery Data Series,Sport Fish,,,,"Sarafin, D. R. 2000. Progress report of Copper River Basin chinook salmon coded wire tag releases, 1997-1999, and outlook for adult recovery. Alaska Department of Fish and Game, Fishery Data Series Number 00-10, Anchorage."
USA,,,2000,2,ADFG,Fishery Data Series,Sport Fish,,,,"Ridder, W. P. and A. D. Gryska. 2000. Abundance and composition of Arctic grayling in the Delta Clearwater River, 1999. Alaska Department of Fish and Game, Fishery Data Series No. 00-38, Anchorage."
USA,,,2000,1,ADFG,Fishery Data Series,Sport Fish,,,,"Ridder, W. P. 2000. Characteristics of the spring population of Arctic grayling in the Chena River in 1998 and 1999. Alaska Department of Fish and Game, Fishery Data Series No. 00-39, Anchorage."
USA,,,2000,2,ADFG,Fishery Data Series,Sport Fish,,,,"Parker, J. F., and K. G. Wuttig. 2000. Stock assessment of lake trout in Sevenmile Lake, 1999. Alaska Department of Fish and Game, Fishery Data Series Number 00-37, Anchorage."
USA,,,2000,1,ADFG,Fishery Data Series,Sport Fish,,,,"Parker, J. F. 2000. Stock assessment and biological characteristics of burbot in Fielding Lake during 1999. Alaska Department of Fish and Game, Fishery Data Series No. 00-02, Anchorage."
USA,,,2000,3,ADFG,Fishery Data Series,Sport Fish,,,,"Pahlke, K. A., P. Etherton, and J. A. Der Hovanisian. 2000. Abundance of the chinook salmon escapement on the Stikine River, 1999. Alaska Department of Fish and Game, Fishery Data Series No. 00-25, Anchorage."
USA,,,2000,2,ADFG,Fishery Data Series,Sport Fish,,,,"Pahlke, K. A. and P. Etherton. 2000. Abundance of the chinook salmon escapement on the Stikine River, 1998. Alaska Department of Fish and Game, Fishery Data Series No. 00-24, Anchorage. "
USA,,,2000,1,ADFG,Fishery Data Series,Sport Fish,,,,"Pahlke, K. A. 2000. Escapements of chinook salmon in Southeast Alaska and transboundary rivers in 1999. Alaska Department of Fish and Game, Fishery Data Series No. 00-34, Anchorage."
USA,,,2000,2,ADFG,Fishery Data Series,Sport Fish,,,,"Naughton, G. P., and A. D. Gryska. 2000. Surveys of the 1998 coho salmon and 1999 chinook salmon sport fisheries in the lower Kanektok River, Alaska. Alaska Department of Fish and Game, Fishery Data Series No. 00-35, Anchorage."
USA,,,2000,2,ADFG,Fishery Data Series,Sport Fish,,,,"Naughton, G. P. and A. D. Gryska. 2000. Survey of the chinook salmon sport fishery in the lower Alagnak River, Alaska, 1998. Alaska Department of Fish and Game, Fishery Data Series No. 00-26, Anchorage."
USA,,,2000,1,ADFG,Fishery Data Series,Sport Fish,,,,"Meyer, S. C. 2000. Composition and biomass of the recreational rockfish Sebastes harvest in Southcentral Alaska, 1992-1995. Alaska Department of Fish and Game, Fishery Data Series No. 00-6, Anchorage."
USA,,,2000,1,ADFG,Fishery Data Series,Sport Fish,,,,"Marsh, L. E. 2000. Angler effort and harvest of chinook salmon by the recreational fisheries in the lower Kenai River, 1998. Alaska Department of Fish and Game, Fishery Data Series No. 00-21, Anchorage."
USA,,,2000,4,ADFG,Fishery Data Series,Sport Fish,,,,"Lum, J. L., J. D. Jones, K. Kondzela, and S. G. Taylor. 2000. Dolly Varden and cutthroat troutpopulations in Auke Lake, Southeast Alaska, during 1999. Alaska Department of Fish and Game,FisheryDataSeries No. 00-30, Anchorage."
USA,,,2000,3,ADFG,Fishery Data Series,Sport Fish,,,,"Loopstra, D., C. Olito, and P. Hansen. 2000. Marking, enumeration, and size estimation for coho and chinook salmon smolt releases into Upper Cook Inlet, Alaska in 1999. Alaska Department of Fish and Game, Fishery Data Series No. 00-8, Anchorage."
USA,,,2000,3,ADFG,Fishery Data Series,Sport Fish,,,,"Loopstra, D., C. Olito, and P. Hansen. 2000. Marking, enumeration, and size estimation for coho and chinook salmon smolt releases into Upper Cook Inlet, Alaska in 1998. Alaska Department of Fish and Game, Fishery Data Series No. 00-7, Anchorage."
USA,,,2000,2,ADFG,Fishery Data Series,Sport Fish,,,,"Larson, L. L. and P. Hansen. 2000. Stock assessment of rainbow trout in the middle Kenai River, 1999. Alaska Department of Fish and Game, Fishery Data Series No. 00-19, Anchorage."
USA,,,2000,1,ADFG,Fishery Data Series,Sport Fish,,,,"Larson, L. L. 2000. A trap efficiency study for Dolly Varden in Kenai Lake, 1998. Alaska Department of Fish and Game, Fishery Data Series No. 00-20, Anchorage. "
USA,,,2000,2,ADFG,Fishery Data Series,Sport Fish,,,,"Jones, E. L. III, and S. A. McPherson. 2000. A mark-recapture experiment to estimate the escapement of chinook salmon in the Unuk River, 1999. Alaska Department of Fish and Game, Fishery Data Series No. 00-22, Anchorage."
USA,,,2000,2,ADFG,Fishery Data Series,Sport Fish,,,,"Johnson, R. E. and J. D. Jones. 2000. Southeast Alaska steelhead studies, 1999: Situk River weir and surveys of regional index streams. Alaska Department of Fish and Game, Fishery Data Series No. 00-16, Anchorage."
USA,,,2000,2,ADFG,Fishery Data Series,Sport Fish,,,,"Jaenicke, M. J. and R. C. Squibb. 2000. Survey of the sport fishery at Ugashik Narrows, 1998. Alaska Department of Fish and Game, Fishery Data Series No. 00-11, Anchorage."
USA,,,2000,1,ADFG,Fishery Data Series,Sport Fish,,,,"Jaenicke, M. J. 2000. Harvest estimates for the Gastineau Hatchery Roadside Sport Fishery in Juneau, Alaska during 1999. Alaska Department of Fish and Game, Fishery Data Series No. 00-27, Anchorage."
USA,,,2000,3,ADFG,Fishery Data Series,Sport Fish,,,,"Hubartt, D. J., A. E. Bingham, and B. J. Frenette. 2000. Harvest estimates for selected marine sport fisheries in Southeast Alaska during 1999. Alaska Department of Fish and Game, Fishery Data Series No. 00-17, Anchorage."
USA,,,2000,2,ADFG,Fishery Data Series,Sport Fish,,,,"Gryska, A. D., and G. P. Naughton. 2000. Surveys of the 1998 chinook and 1999 coho salmon sport fisheries in the lower Togiak River, Alaska. Alaska Department of Fish and Game, Fishery Data Series No. 00-42, Anchorage."
USA,,,2000,2,ADFG,Fishery Data Series,Sport Fish,,,,"Freeman,G. M., S. A. McPherson, and D. L. Magnus. 2000. A mark-recapture experiment to estimate the escapement of chinook salmon in the Keta River, 1999. Alaska Department of Fish and Game, Fishery Data Series No. 00-36, Anchorage."
USA,,,2000,1,ADFG,Fishery Data Series,Sport Fish,,,,"Fleming, D. F. 2000. 2000. Stock assessment of rainbow trout in Summit Lake and surveys of rainbow and steelhead trout in the Gulkana River drainage, 1999. Alaska Department of Fish and Game, Fishery Data Series No. 00-33, Anchorage."
USA,,,2000,2,ADFG,Fishery Data Series,Sport Fish,,,,"Evenson, M. J. and Wuttig, K. G. 2000. Inriver abundance, spawning distribution, and migratory timing of Copper River chinook salmon in 1999. Alaska Department of Fish and Game, Fishery Data Series No. 00-32, Anchorage."
USA,,,2000,1,ADFG,Fishery Data Series,Sport Fish,,,,"Ericksen, R. P. 2000. Sport fishing effort, catch, and harvest, and inriver abundance of Chilkat River chinook salmon near Haines, Alaska in 1999. Alaska Department of Fish and Game, Fishery Data Series No. 00-28, Anchorage. "
USA,,,2000,1,ADFG,Fishery Data Series,Sport Fish,,,,"Ericksen, R. P. 2000. Stock assessment of Dolly Varden in the Chilkoot Lake drainage, 1997-1998. Alaska Department of Fish and Game, Fishery Data Series No. 00-14, Anchorage."
USA,,,2000,2,ADFG,Fishery Data Series,Sport Fish,,,,"DeCicco, A. L. and M. J. Wallendorf . 2000. Stock assessment of Arctic grayling in the Fish River, Seward Peninsula, Alaska 1999. Alaska Department of Fish and Game, Fishery Data Series No. 00-29, Anchorage."
USA,,,2000,1,ADFG,Fishery Data Series,Sport Fish,,,,"Carlon, J. A. 2000. Assessment of coho salmon from the Kenai River, Alaska, 1997. Alaska Department of Fish and Game, Fishery Data Series No. 00-15, Anchorage."
USA,,,2000,3,ADFG,Fishery Data Series,Sport Fish,,,,"Burwen, D., J. Hasbrouck, and D. Bosch. . 2000. Investigations of alternate sites for chinook salmon sonar on the Kenai River. . Alaska Department of Fish and Game, Fishery Data Series No. 00-43, Anchorage."
USA,,,2000,3,ADFG,Fishery Data Series,Sport Fish,,,,"Brookover, T. E., P. A. Hansen, and T. A. Tydingco. 2000. Population status of brook trout at Green Lake, Southeast Alaska, 1999. Alaska Department of Fish and Game, Fishery Data Series No. 00-23, Anchorage."
USA,,,2000,2,ADFG,Fishery Data Series,Sport Fish,,,,"Bosch, D. and D. Burwen. 2000. Estimates of chinook salmon abundance in the Kenai River using split-beam sonar, 1998. Alaska Department of Fish and Game, Fishery Data Series No. 00-12, Anchorage."
USA,,,2000,3,ADFG,Fishery Data Series,Sport Fish,,,,"Begich, R. N., L. J. Schwarz, and T. Motis. 2000. Sport effort, harvest, and escapement of coho salmon in selected Kodiak Management Area streams, 1997 and 1998. Alaska Department of Fish and Game, Fishery Data Series No. 00-9, Anchorage."
USA,,,2000,2,ADFG,Fishery Data Series,Sport Fish,,,,"Bartlett, L. D. and P. A. Hansen. 2000. Stock assessment of rainbow trout in Willow Creek, Alaska, 1997 and 1998. Alaska Department of Fish and Game, Fishery Data Series No. 00-18, Anchorage."
USA,,,1999,2,ADFG,Regional Information Report,Commercial Fisheries,,,,"Ruesch, P. H. and J. Fox. 1999. Upper Cook Inlet commercial fisheries annual management report, 1998. Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report 2A99-21, Anchorage."
USA,,,1999,3,ADFG,Regional Information Report,Commercial Fisheries,,,,"Murphy, R. L., A. R. Shaul, and J. Dinnoncenzo. 1999. North Alaska Peninsula commercial salmon annual management report, 1998. Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report 4K99-34, Kodiak."
USA,,,1999,5,ADFG,Regional Information Report,Commercial Fisheries,,,,"Morstad, S., D. Sharp, J. Wilcock, T. Joyce, J. Johnson. 1999. Prince William Sound management area, 1998 annual finfish management report. Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report 2A99-20."
USA,,,1999,4,ADFG,Regional Information Report,Commercial Fisheries,,,,"Campbell, R. D., A. R. Shaul, M. J. Witteveen, and J. J. Dinnocenzo. 1999. South Peninsula annual salmon management report, 1998. Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report 4K99-29, Kodiak."
USA,,,1999,7,ADFG,Regional Information Report,Commercial Fisheries,,,,"Burkey Jr., C., M. Coffing, J. Menard, D. B. Molyneaux, P. Salomone, C. Utermohle, T. Vania. 1999. Annual Management Report for the subsistence and commercial fisheries of the Kuskokwim Area, 1998. Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report 3A99-36, Anchorage."
USA,,,1999,6,ADFG,Regional Information Report,Commercial Fisheries,,,,"Burkey Jr., C., M. Coffing, J. Menard, D. B. Molyneau, C. Utermohle, and T. Vania. 1999. Annual Management Report for the subsistence and commercial fisheries of the Kuskokwim Area, 1997. Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report 3A99-12, Anchorage. "
USA,,,1999,2,ADFG,Regional Information Report,Commercial Fisheries,,,,"Bucher, W. A. and L. F. Hammarstrom. 1999. 1998 lower Cook Inlet annual finfish management report. Alaska Department of Fish and Game, Regional Information Report 2A99-25, Anchorage."
USA,,,1999,4,ADFG,Regional Information Report,Commercial Fisheries,,,,"Brennan, E. L., C. F. Lean, F. L. Bue, and T. Kohler. 1999. Annual Management Report 1998 Norton Sound, Port Clarence, Kotzebue. Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report 3A99-32, Anchorage."
USA,,,1999,11,ADFG,Regional Information Report,Commercial Fisheries,,,,"Bergstrom, D. J., K. C. Schultz, V. Golembeski, B. M. Borba, D. Hullunen, L. H. Barton, T. L. Lingnau, R. R. Holder, J. S. Hayes, K. R. Boeck, and W. H. Busher. 1999. Annual Management Report Yukon Area, 1998. Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report 3A99-26, Anchorage."
USA,,,1999,UFO,ADFG,Regional Information Report,Commercial Fisheries,,,,"ADF&G (Alaska Department of Fish and Game). 1999. Alaska Department of Fish and Game Division of Commercial Fisheries Annual Management, 1998, Bristol Bay. Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report 2A99-18, Anchorage."
USA,,,1999,2,ADFG,Subsistence Technical Paper,Subsistence Fisheries,,,,"Terry L. Haynes and Robert J. Wolfe, editors. 1999. Ecology, harvest, and use of harbor seals and sea lions: interview materials from Alaska Native hunters. ADF&G Division of Subsistence, Technical Paper No. 249."
USA,,,1999,7,ADFG,Subsistence Technical Paper,Subsistence Fisheries,,,,"Robert J. Wolfe, Matt Kookesh, Amy W. Paige, Cheryl Scott, Morgen Smith, Michael Turek, and Charles J. Utermohle. 1999. Survey methodologies and reported sex compositions of harbor seal harvests of Alaska Natives, 1995-1997. ADF&G Division of Subsistence, Technical Paper No. 254."
USA,,,1999,2,ADFG,Subsistence Technical Paper,Subsistence Fisheries,,,,"Robert J. Wolfe and Lisa B. Hutchinson-Scarbrough. 1999. The subsistence harvest of harbor seal and sea lion by Alaska Natives in 1998. ADF&G Division of Subsistence, Technical Paper No. 250. "
USA,,,1999,5,ADFG,Subsistence Technical Paper,Subsistence Fisheries,,,,"Philippa Coiley Kenner, Molly B. Chythlook, James A. Fall, Louis Brown, and Charles J. Utermohle. 1999. Harvest of fish other than salmon by the communities of Pedro Bay and Levelock, Southwest Alaska, April 1996–March 1997. ADF&G Division of Subsistence, Technical Paper No. 247."
USA,,,1999,3,ADFG,Subsistence Technical Paper,Subsistence Fisheries,,,,"Michael Coffing, Cheryl L. Scott, and Charles J. Utermohle. 1999. The subsistence harvest of seals and sea lions by Alaska Natives in three communities of the Yukon-Kuskokwim Delta, Alaska, 1998-99. ADF&G Division of Subsistence, Technical Paper No. 257."
USA,compilers,,1999,2,ADFG,Subsistence Technical Paper,Subsistence Fisheries,,,,"James A. Fall and Charles J. Utermohle, compilers. 1999. Subsistence harvests and uses in eight communities ten years after the ""Exxon Valdez"" oil spill. ADF&G Division of Subsistence, Technical Paper No. 252."
USA,,,1999,3,ADFG,Subsistence Technical Paper,Subsistence Fisheries,,,,"David B. Anderson, Charles J. Utermohle, and Louis Brown. 1999. The 1998-99 harvest of moose, caribou, and bear in ten Middle Yukon and Koyukuk River communities. ADF&G Division of Subsistence, Technical Paper No. 251."
USA,,,1999,1,ADFG,Subsistence Technical Paper,Subsistence Fisheries,,,,"Brian L. Davis. 1999. Geographic patterns of seal hunting in Southeast Alaska, 1992-94. ADF&G Division of Subsistence, Technical Paper No. 256."
USA,,,1999,1,ADFG,Special Publication,Sport Fish,,,,"Kraus, F. R. 1999. Summary of public education and outreach activities conducted by the Salmon Trout Restoration Education and Aquatic Management (STREAM) program, July 1990-June 1998. Alaska Department of Fish and Game, Special Publication No. 99-3, Anchorage."
USA,,,1999,1,ADFG,Special Publication,Sport Fish,,,,"Kraus, F. R. 1999. A guide to classroom salmon egg incubation in Alaska. Alaska Department of Fish and Game, Special Publication No. 99-2, Anchorage."
USA,,,1999,1,ADFG,Special Publication,Sport Fish,,,,"Ericksen, R. P. 1999. Scale aging manual for coastal cutthroat trout from Southeast Alaska. Alaska Department of Fish and Game, Special Publication No. 99-4, Anchorage."
USA,,,1999,2,ADFG,Special Publication,Sport Fish,,,,"Dean, M. R. and A. L. Howe. 1999. Alaska Department of Fish and Game sportfishing guide and business registration and saltwater sportfishing charter vessel logbook program, 1998. Alaska Department of Fish and game, Special Publication No. 99-1, Anchorage."
USA,,,1999,1,ADFG,Fishery Manuscript,Sport Fish,,,,"Sweet, Dana E. 1999. Performance of the chinook salmon enhancement program in Willow Creek, Alaska, through 1996. Alaska Department of Fish and Game, Fishery Manuscript No. 99-2, Anchorage."
USA,,,1999,4,ADFG,Fishery Manuscript,Sport Fish,,,,"Rosenkranz, G., R. P. Marshall, R. D. Harding, and D. R. Bernard. 1999. Estimating natural mortality and abundance of potamodromous lake dwelling cutthroat trout at Florence Lake, Alaska. Alaska Department of Fish and Game, Fishery Manuscript No. 99-1."
USA,,,1999,3,ADFG,Fishery Management Report,Sport Fish,,,,"Whitmore, C. and D. Sweet. 1999. Area management report for the recreational fisheries of Northern Cook Inlet, 1998. Alaska Department of Fish and Game, Fishery Management Report No. 99-1, Anchorage."
USA,,,1999,1,ADFG,Fishery Management Report,Sport Fish,,,,"Stratton, B. 1999. Area management report for the recreational fisheries in Resurrection Bay, 1997. Alaska Department of Fish and Game, Fishery Management Report No. 99-2, Anchorage."
USA,,,1999,4,ADFG,Fishery Management Report,Sport Fish,,,,"Nelson, D. C., D. Athons, P. Berkhahn, and S. Sonnichsen. 1999. Area management report for the recreational fisheries of the Kenai Peninsula, 1995-1997. Alaska Department of Fish and Game, Fishery Management Report No. 99-3, Anchorage."
USA,,,1999,3,ADFG,Fishery Data Series,Sport Fish,,,,"Yanusz, R. J., S. A. McPherson, and D. R. Bernard. 1999. Production of coho salmon from the Taku River, 1997-1998. Alaska Department of Fish and Game, Fishery Data Series No. 99-34, Anchorage."
USA,,,1999,1,ADFG,Fishery Data Series,Sport Fish,,,,"Wuttig, K. G. 1999. Escapement of Chinook Salmon in the Unalakleet River in 1998. Alaska Department of Fish and Game, Fishery Data Series No. 99-10, Anchorage. "
USA,,,1999,2,ADFG,Fishery Data Series,Sport Fish,,,,"Taube, T. T. and D. R. Bernard. 1999. Stock Assessment and Biological Characteristics of Burbot in Hudson and Moose lakes, 1998 and Tolsona Lake, 1995-1998. Alaska Department of Fish and Game, Fishery Data Series Number 99-38, Anchorage."
USA,,,1999,2,ADFG,Fishery Data Series,Sport Fish,,,,"Stuby, L. and M. J. Evenson. 1999. Burbot research in rivers of the Tanana River drainage, 1998. Alaska Department of Fish and Game, Fishery Data Series No. 99-36, Anchorage."
USA,,,1999,1,ADFG,Fishery Data Series,Sport Fish,,,,"Stuby, L. 1999. Salmon studies in interior Alaska, 1998. Alaska Department of Fish and Game, Fishery Data Series No. 99-13, Anchorage."
USA,,,1999,3,ADFG,Fishery Data Series,Sport Fish,,,,"Starkey, D., C. Olito, and P. Hansen. 1999. Marking, enumeration, and size estimation for coho and chinook salmon smolt releases into upper Cook Inlet and Resurrection Bay, Alaska in 1997. Alaska Department of Fish and Game, Fishery Data Series No. 99-1, Anchorage."
USA,,,1999,2,ADFG,Fishery Data Series,Sport Fish,,,,"Skaugstad, C., and M. Doxey. 1999. Evaluation of stocked game fish in the Tanana Valley, 1998. Alaska Department of Fish and Game, Fishery Data Series No. 99-21, Anchorage."
USA,,,1999,1,ADFG,Fishery Data Series,Sport Fish,,,,"Rutz, D. S. 1999. Movements, food availability and stomach contents of northern pike in selected Susitna River drainages, 1996-1997. Alaska Department of Fish and Game, Fishery Data Series No. 99-5, Anchorage."
USA,,,1999,2,ADFG,Fishery Data Series,Sport Fish,,,,"Roach, S. M. and J. McIntyre. 1999. Abundance, composition, sustainable yield, and risk analysis of the northern pike population in Harding Lake, 1998. Alaska Department of Fish and Game, Fishery Data Series No. 99-31, Anchorage."
USA,,,1999,1,ADFG,Fishery Data Series,Sport Fish,,,,"Ridder, W. P. 1999. Abundance and composition of Arctic grayling in the Delta Clearwater River, 1998. Alaska Department of Fish and Game, Fishery Data Series No. 99-40, Anchorage."
USA,,,1999,1,ADFG,Fishery Data Series,Sport Fish,,,,"Ridder, W. P. 1999. Stock status of Chena River Arctic grayling in 1998. Alaska Department of Fish and Game, Fishery Data Series No. 99-35, Anchorage."
USA,,,1999,1,ADFG,Fishery Data Series,Sport Fish,,,,"Parker, J. F. 1999. Stock assessment and biological characteristics of burbot in Fielding Lake during 1998. Alaska Department of Fish and Game, Fishery Data Series No. 99-12, Anchorage. "
USA,,,1999,4,ADFG,Fishery Data Series,Sport Fish,,,,"Pahlke, K. A., P. Etherton, R. E. Johnson, and J. E. Andel. 1999. Abundance and distribution of the chinook salmon escapement on the Alsek River, 1998. Alaska Department of Fish and Game, Fishery Data Series No. 99-44, Anchorage."
USA,,,1999,2,ADFG,Fishery Data Series,Sport Fish,,,,"Pahlke, K. A. and P. Etherton. 1999. Abundance and distribution of the chinook salmon escapement on the Stikine River, 1997. Alaska Department of Fish and Game, Fishery Data Series No. 99-6 , Anchorage."
USA,,,1999,1,ADFG,Fishery Data Series,Sport Fish,,,,"Pahlke, K. A. 1999. Escapements of chinook salmon in Southeast Alaska and transboundary rivers in 1998. Alaska Department of Fish and Game, Fishery Data Series No. 99-17, Anchorage."
USA,,,1999,5,ADFG,Fishery Data Series,Sport Fish,,,,"McPherson, S. A., D. R. Bernard, R. J. Yanusz, P. A. Milligan, and P. Timpany. 1999. Spawning Abundance of chinook salmon in the Taku River in 1998. Alaska Department of Fish and Game, Fishery Data Series No. 99-26, Anchorage."
USA,,,1999,1,ADFG,Fishery Data Series,Sport Fish,,,,"McKinley, T. R. 1999. Contributions of coded wire tagged chinook salmon to the recreational fishery in Central Cook Inlet, Alaska, 1996. Alaska Department of Fish and Game, Fishery Data Series No. 99-2, Anchorage."
USA,,,1999,1,ADFG,Fishery Data Series,Sport Fish,,,,"Marsh, L. E. 1999. Angler effort and harvest of chinook salmon by the recreational fisheries in the lower Kenai River, 1997. Alaska Department of Fish and Game, Fishery Data Series No. 99-4, Anchorage."
USA,,,1999,4,ADFG,Fishery Data Series,Sport Fish,,,,"Lum, J. L., J. D. Jones, K. Kondzela, and S. G. Taylor. 1999. Dolly Varden and cutthroat trout populations in Auke Lake, Southeast Alaska, during 1998. Alaska Department of Fish and Game,Fishery DataSeries No. 99-32, Anchorage."
USA,,,1999,2,ADFG,Fishery Data Series,Sport Fish,,,,"King, M. A. and P. Hansen. 1999. Assessment of angler impacts to Kenai River riparian habitats during 1997. Alaska Department of Fish and Game, Fishery Data Series No. 99-9, Anchorage."
USA,,,1999,2,ADFG,Fishery Data Series,Sport Fish,,,,"King, B. E. and J. A. Breakfield. 1999. Chinook and coho salmon coded wire tagging studies in the Kenai River and Deep Creek, Alaska, 1997. Alaska Department of Fish and Game, Fishery Data Series No. 99-11, Anchorage."
USA,,,1999,2,ADFG,Fishery Data Series,Sport Fish,,,,"Jones, E. L. III, and S. A. McPherson. 1999. A mark-recapture experiment to estimate the escapement of chinook salmon in the Unuk River, 1998. Alaska Department of Fish and Game, Fishery Data Series No. 99-14 , Anchorage. "
USA,,,1999,3,ADFG,Fishery Data Series,Sport Fish,,,,"Jones, E. L III, S. A. McPherson and A. B. Holm. 1999. Production of coho salmon from the Unuk River, 19971998. Alaska Department of Fish and Game, Fishery Data Series No. 99-43 , Anchorage."
USA,,,1999,2,ADFG,Fishery Data Series,Sport Fish,,,,"Johnson, R. E. and J. D. Jones. 1999. Southeast Alaska steelhead studies, 1998: Situk River weir and surveys of regional index streams. Alaska Department of Fish and Game, Fishery Data Series No. 99-33, Anchorage."
USA,,,1999,1,ADFG,Fishery Data Series,Sport Fish,,,,"Jaenicke, M. 1999. Survey of the Dolly Varden and rainbow trout populations in the Iliamna River, 1996 and 1997. Alaska Department of Fish and Game, Fishery Data Series No. 99-25, Anchorage."
USA,,,1999,3,ADFG,Fishery Data Series,Sport Fish,,,,"Hubartt, D. J., A. E. Bingham, and P. M. Suchanek. 1999. Harvest estimates for selected marine sport fisheries in Southeast Alaska during 1998. Alaska Department of Fish and Game, Fishery Data Series No. 99-15, Anchorage."
USA,,,1999,3,ADFG,Fishery Data Series,Sport Fish,,,,"Harding, R. D., R. E. Chadwick, and G. M. Freeman. 1999. Abundance, length composition, and annual mortality of cutthroat trout at Neck Lake, Southeast Alaska, 1996 through 1998. Alaska Department of Fish and Game, Fishery Data Series No. 99-42. Anchorage."
USA,,,1999,3,ADFG,Fishery Data Series,Sport Fish,,,,"Harding, R. D., M. Laker, and R. P. Marshall. 1999. Abundance and length, trap avoidance, and short-term spatial movement of cutthroat trout at McKinney Lake, Southeast Alaska, 1996. Alaska Department of Fish and Game, Fishery Data Series No. 99-20, Anchorage."
USA,,,1999,1,ADFG,Fishery Data Series,Sport Fish,,,,"Harding, R. D. 1999. Evaluation of short-term handling and tagging mortality of cutthroat trout at Florence Lake, Southeast Alaska, 1998. Alaska Department of Fish and Game, Fisheries Data Series No. 99-24, Anchorage."
USA,,,1999,2,ADFG,Fishery Data Series,Sport Fish,,,,"Hammarstrom, S. L. and J. J. Hasbrouck. 1999. Estimation of the abundance of late-run chinook salmon in the Kenai River based on exploitation rate and harvest, 1997. Alaska Department of Fish and Game, Fishery Data Series No. 99-8, Anchorage."
USA,,,1999,1,ADFG,Fishery Data Series,Sport Fish,,,,"Frenette, B. J. 1999. Harvest estimate for the Gastineau Hatchery Roadside Sport Fishery in Juneau, Alaska during 1998. Alaska Department of Fish and Game, Fishery Data Series No. 99-16, Anchorage."
USA,,,1999,1,ADFG,Fishery Data Series,Sport Fish,,,,"Fleming, D. F. 1999. Surveys and stock monitoring of rainbow and steelhead trout in the Upper Copper River drainage during 1998. Alaska Department of Fish and Game, Fishery Data Series No. 99-37, Anchorage. "
USA,,,1999,1,ADFG,Fishery Data Series,Sport Fish,,,,"Fleming, D. F. 1999. Stock Monitoring of Whitefish in the Chatanika River during 1998. Alaska Department of Fish and Game, Fishery Data Series No. 99-18, Anchorage."
USA,,,1999,2,ADFG,Fishery Data Series,Sport Fish,,,,"Fish, J. T., and S. M. Roach . 1999. Evaluation of the Arctic grayling stock in the Gulkana River, 1998. Alaska Department of Fish and Game, Fishery Data Series No. 99-28, Anchorage."
USA,,,1999,1,ADFG,Fishery Data Series,Sport Fish,,,,"Fish, J. T. 1999. Age and length composition of Arctic grayling in Mendeltna Creek based upon hook-and-line catches during 1998. Alaska Department of Fish and Game, Fishery Data Series No. 99-22, Anchorage."
USA,,,1999,2,ADFG,Fishery Data Series,Sport Fish,,,,"Evenson, M. J . and J. W. Savereide. 1999. A historical summary of harvest, age composition, and escapement information of Copper River chinook salmon, 1969-1998. Alaska Department of Fish and Game, Fishery Data Series No. 99-27, Anchorage."
USA,,,1999,1,ADFG,Fishery Data Series,Sport Fish,,,,"Ericksen, R. P. 1999. Sport fishing effort, catch, and harvest, fishery contributions, and inriver abundance of Chilkat River chinook salmon near Haines, Alaska, in 1998. Alaska Department of Fish and Game, Fishery Data Series No. 99-19, Anchorage."
USA,,,1999,1,ADFG,Fishery Data Series,Sport Fish,,,,"Ericksen, R. P. 1999. Abundance of coho salmon in the Chilkat River in 1998. Alaska Department of Fish and Game, Fishery Data Series No. 99-29, Anchorage."
USA,,,1999,1,ADFG,Fishery Data Series,Sport Fish,,,,"DeCicco, A. L. 1999. Niukluk River Arctic grayling stock assessment, Seward Peninsula, Alaska 1998. Alaska Department of Fish and Game, Fishery Data Series No. 99-23, Anchorage."
